URL,GameType,Location,Date,Time,WinningTeam,Quarter,SecLeft,AwayTeam,AwayPlay,AwayScore,HomeTeam,HomePlay,HomeScore,secs_left,Shooter,ShotType,ShotOutcome,ShotDist,Assister,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,ViolationPlayer,ViolationType,TimeoutTeam,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType,TurnoverCause,TurnoverCauser,JumpballAwayPlayer,JumpballHomePlayer,JumpballPoss,score_diff,take_foul,winning_take_foul
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,5,ATL,,121,CHI,Z. LaVine makes free throw 1 of 2,118,5,,,,,,,,,,,,,,,Z. LaVine - lavinza01,make,1 of 2,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,5,ATL,A. Len enters the game for D. Bembry,121,CHI,,118,5,,,,,,,,,,,,,,,,,,A. Len - lenal01,D. Bembry - bembrde01,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,5,ATL,,121,CHI,S. Harrison enters the game for R. Lopez,118,5,,,,,,,,,,,,,,,,,,S. Harrison - harrish01,R. Lopez - lopezro01,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,5,ATL,,121,CHI,Z. LaVine misses free throw 2 of 2,118,5,,,,,,,,,,,,,,,Z. LaVine - lavinza01,miss,2 of 2,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,4,ATL,Defensive rebound by A. Len,121,CHI,,118,5,,,,,,,,,,A. Len - lenal01,defensive,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,4,ATL,Personal take foul by W. Selden (drawn by A. Len),121,CHI,,118,5,,,,,,,personal take,W. Selden - seldewa01,A. Len - lenal01,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,4,ATL,A. Len makes free throw 1 of 2,122,CHI,,118,5,,,,,,,,,,,,,,,A. Len - lenal01,make,1 of 2,,,,,,,,,,4,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,4,ATL,D. Bembry enters the game for D. Dedmon,122,CHI,,118,5,,,,,,,,,,,,,,,,,,D. Bembry - bembrde01,D. Dedmon - dedmode01,,,,,,,,4,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,4,ATL,A. Len makes free throw 2 of 2,123,CHI,,118,5,,,,,,,,,,,,,,,A. Len - lenal01,make,2 of 2,,,,,,,,,,5,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,0,ATL,,123,CHI,Z. LaVine misses 3-pt jump shot from 26 ft,118,5,Z. LaVine - lavinza01,3-pt jump shot,miss,26,,,,,,,,,,,,,,,,,,,,,,,5,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,0,ATL,,123,CHI,Offensive rebound by Team,118,5,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,5,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,0,ATL,End of 4th quarter,123,CHI,,118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FALSE,TRUE
/boxscores/201903030CHI.html,regular,United Center Chicago Illinois,March 3 2019,3:30 PM,ATL,4,0,ATL,End of Game,123,CHI,,118,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,29,NOP,J. Holiday misses 2-pt layup from 9 ft,111,UTA,,112,3,J. Holiday - holidjr01,2-pt layup,miss,9,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,26,NOP,Offensive rebound by E. Payton,111,UTA,,112,3,,,,,,,,,,E. Payton - paytoel01,offensive,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,24,NOP,E. Payton makes 2-pt layup from 2 ft,113,UTA,,112,3,E. Payton - paytoel01,2-pt layup,make,2,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,3,NOP,,113,UTA,D. Mitchell misses 2-pt jump shot from 13 ft,112,3,D. Mitchell - mitchdo01,2-pt jump shot,miss,13,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,Defensive rebound by J. Randle,113,UTA,,112,3,,,,,,,,,,J. Randle - randlju01,defensive,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,Personal take foul by R. Gobert (drawn by J. Randle),113,UTA,,112,3,,,,,,,personal take,R. Gobert - goberru01,J. Randle - randlju01,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,J. Randle makes free throw 1 of 2,114,UTA,,112,3,,,,,,,,,,,,,,,J. Randle - randlju01,make,1 of 2,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,J. Randle makes free throw 2 of 2,115,UTA,,112,3,,,,,,,,,,,,,,,J. Randle - randlju01,make,2 of 2,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,,115,UTA,Utah full timeout,112,3,,,,,,,,,,,,,,UTA,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,A. Davis enters the game for J. Randle,115,UTA,,112,3,,,,,,,,,,,,,,,,,,A. Davis - davisan02,J. Randle - randlju01,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,,115,UTA,K. Korver enters the game for J. Crowder,112,3,,,,,,,,,,,,,,,,,,K. Korver - korveky01,J. Crowder - crowdja01,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,,115,UTA,Utah full timeout,112,3,,,,,,,,,,,,,,UTA,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,,115,UTA,Turnover by D. Mitchell (bad pass),112,3,,,,,,,,,,,,,,,,,,,,D. Mitchell - mitchdo01,bad pass,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,End of 4th quarter,115,UTA,,112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903040UTA.html,regular,Vivint Smart Home Arena Salt Lake City Utah,March 4 2019,9:00 PM,NOP,4,0,NOP,End of Game,115,UTA,,112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,32,CHO,K. Walker misses 2-pt layup from 3 ft (block by K. Leonard),112,TOR,,114,3,K. Walker - walkeke02,2-pt layup,miss,3,,K. Leonard - leonaka01,,,,,,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,29,CHO,,112,TOR,Defensive rebound by K. Lowry,114,3,,,,,,,,,,K. Lowry - lowryky01,defensive,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,5,CHO,,112,TOR,K. Leonard misses 2-pt jump shot from 16 ft,114,3,K. Leonard - leonaka01,2-pt jump shot,miss,16,,,,,,,,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,4,CHO,Defensive rebound by D. Graham,112,TOR,,114,3,,,,,,,,,,D. Graham - grahade01,defensive,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,4,CHO,Charlotte full timeout,112,TOR,,114,3,,,,,,,,,,,,,,CHO,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,4,CHO,F. Kaminsky enters the game for D. Graham,112,TOR,,114,3,,,,,,,,,,,,,,,,,,F. Kaminsky - kaminfr01,D. Graham - grahade01,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,3,CHO,Personal take foul by F. VanVleet (drawn by M. Bridges),112,TOR,,114,3,,,,,,,personal take,F. VanVleet - vanvlfr01,M. Bridges - bridgmi02,,,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,0,CHO,J. Lamb makes 3-pt jump shot from 48 ft,115,TOR,,114,3,J. Lamb - lambje01,3-pt jump shot,make,48,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,0,CHO,End of 4th quarter,115,TOR,,114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/201903240TOR.html,regular,Scotiabank Arena Toronto Canada,March 24 2019,6:00 PM,CHO,4,0,CHO,End of Game,115,TOR,,114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,32,SAS,P. Mills misses 3-pt jump shot from 29 ft,102,LAC,,104,9,P. Mills - millspa02,3-pt jump shot,miss,29,,,,,,,,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,29,SAS,,102,LAC,Defensive rebound by P. George,104,9,,,,,,,,,,P. George - georgpa01,defensive,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,13,SAS,,102,LAC,P. George makes 2-pt jump shot from 18 ft,106,9,P. George - georgpa01,2-pt jump shot,make,18,,,,,,,,,,,,,,,,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,13,SAS,San Antonio full timeout,102,LAC,,106,9,,,,,,,,,,,,,,SAS,,,,,,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,13,SAS,,102,LAC,M. Harkless enters the game for M. Harrell,106,9,,,,,,,,,,,,,,,,,,M. Harkless - harklma01,M. Harrell - harremo01,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,9,SAS,Personal take foul by K. Leonard (drawn by D. DeRozan),102,LAC,,106,9,,,,,,,personal take,K. Leonard - leonaka01,D. DeRozan - derozde01,,,,,,,,,,,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,9,SAS,San Antonio full timeout,102,LAC,,106,9,,,,,,,,,,,,,,SAS,,,,,,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,9,SAS,B. Forbes enters the game for L. Walker,102,LAC,,106,9,,,,,,,,,,,,,,,,,,B. Forbes - forbebr01,L. Walker - walkelo01,,,,,,,,4,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,2,SAS,P. Mills makes 3-pt jump shot from 27 ft (assist by D. White),105,LAC,,106,9,P. Mills - millspa02,3-pt jump shot,make,27,D. White - whitede01,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,Personal take foul by D. White (drawn by P. George),106,9,,,,,,,personal take,D. White - whitede01,P. George - georgpa01,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,LA Clippers full timeout,106,9,,,,,,,,,,,,,,LAC,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,L. Walker enters the game for L. Aldridge,105,LAC,,106,9,,,,,,,,,,,,,,,,,,L. Walker - walkelo01,L. Aldridge - aldrila01,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,L. Williams enters the game for M. Harkless,106,9,,,,,,,,,,,,,,,,,,L. Williams - willilo02,M. Harkless - harklma01,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,Personal take foul by P. Mills (drawn by L. Williams),106,9,,,,,,,personal take,P. Mills - millspa02,L. Williams - willilo02,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,L. Williams makes free throw 1 of 2,107,9,,,,,,,,,,,,,,,L. Williams - willilo02,make,1 of 2,,,,,,,,,,2,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,L. Williams makes free throw 2 of 2,108,9,,,,,,,,,,,,,,,L. Williams - willilo02,make,2 of 2,,,,,,,,,,3,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,1,SAS,,105,LAC,M. Harkless enters the game for L. Shamet,108,9,,,,,,,,,,,,,,,,,,M. Harkless - harklma01,L. Shamet - shamela01,,,,,,,,3,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,0,SAS,D. White misses 3-pt jump shot from 45 ft,105,LAC,,108,9,D. White - whitede01,3-pt jump shot,miss,45,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,0,SAS,Offensive rebound by Team,105,LAC,,108,9,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,0,SAS,End of 4th quarter,105,LAC,,108,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/202002030LAC.html,regular,STAPLES Center Los Angeles California,February 3 2020,10:30 PM,LAC,4,0,SAS,End of Game,105,LAC,,108,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,34,BRK,Defensive rebound by D. Jordan,101,IND,,103,2,,,,,,,,,,D. Jordan - jordade01,defensive,,,,,,,,,,,,,,,,2,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,27,BRK,J. Harris makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),104,IND,,103,2,J. Harris - harrijo01,3-pt jump shot,make,28,S. Dinwiddie - dinwisp01,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,10,BRK,,104,IND,D. Sabonis makes 2-pt layup at rim,105,2,D. Sabonis - sabondo01,2-pt layup,make,0,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,9,BRK,Brooklyn full timeout,104,IND,,105,2,,,,,,,,,,,,,,BRK,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,9,BRK,,104,IND,M. Turner enters the game for D. Sabonis,105,2,,,,,,,,,,,,,,,,,,M. Turner - turnemy01,D. Sabonis - sabondo01,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,5,BRK,S. Dinwiddie makes 2-pt jump shot from 21 ft,106,IND,,105,2,S. Dinwiddie - dinwisp01,2-pt jump shot,make,21,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,3,BRK,,106,IND,Indiana full timeout,105,2,,,,,,,,,,,,,,IND,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,3,BRK,,106,IND,D. Sabonis enters the game for M. Turner,105,2,,,,,,,,,,,,,,,,,,D. Sabonis - sabondo01,M. Turner - turnemy01,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,2,BRK,,106,IND,Personal take foul by C. LeVert (drawn by V. Oladipo),105,2,,,,,,,personal take,C. LeVert - leverca01,V. Oladipo - oladivi01,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,0,BRK,,106,IND,M. Brogdon misses 3-pt jump shot from 26 ft,105,2,M. Brogdon - brogdma01,3-pt jump shot,miss,26,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,0,BRK,,106,IND,Offensive rebound by Team,105,2,,,,,,,,,,Team,offensive,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,0,BRK,End of 4th quarter,106,IND,,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
/boxscores/202002100IND.html,regular,Bankers Life Fieldhouse Indianapolis Indiana,February 10 2020,7:00 PM,BRK,4,0,BRK,End of Game,106,IND,,105,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,FALSE,TRUE
